State,District,Latitude,Longitude,District code,Population,Housholds_with_Electric_Lighting,Households_with_Internet,sex_ratio,literacy_rate
Madhya Pradesh,Shahdol,23.44859864559819,81.4596831828442,460,1066063,113184,1733,97.41,56.68
Madhya Pradesh,Shajapur,23.566620317220547,76.33555181268885,436,1512681,232735,1382,93.8,59.14
Madhya Pradesh,Sheopur,25.78014810996563,77.16911116838484,418,687861,74770,273,90.13,47.69
Madhya Pradesh,Shivpuri,25.37802451874367,77.74861600810549,423,1726050,148128,1852,87.66,52.19
Madhya Pradesh,Sidhi,24.175471899529057,82.1053783359498,462,1127033,102228,837,95.7,53.31
Madhya Pradesh,Tikamgarh,25.14099852104666,78.89357064846428,424,1445166,132725,1090,90.06,51.75
Madhya Pradesh,Ujjain,23.319288862745065,75.80383717647058,435,1986864,323379,7501,95.5,62.46
Madhya Pradesh,Umaria,23.59601063063061,80.90879477477475,431,644758,67975,839,94.98,55.32
Madhya Pradesh,Vidisha,23.828383079847917,77.9013507604563,443,1458875,181510,1926,89.57,59.15
Maharashtra,Akola,20.746310479041902,77.12122320359276,501,1813906,314490,6163,94.56,77.8
Maharashtra,Amravati,21.16520991810736,77.67583503184723,503,2888445,512492,9438,95.06,77.96
Maharashtra,Aurangabad,20.097922883295197,75.32072196796334,235,2540073,44456,2362,92.62,57.71
Maharashtra,Aurangabad,20.097922883295197,75.32072196796334,515,3701282,589477,23258,92.33,67.65
Maharashtra,Bhandara,21.211792649727748,80.10950199637024,506,1200334,227025,2932,98.23,74.97
Maharashtra,Bid,18.952353340080982,75.69319706477731,523,2585049,402052,5614,91.61,66.48
Maharashtra,Buldana,20.56680611183355,76.39017880364096,500,2586258,423036,4767,93.36,72.69
Maharashtra,Chandrapur,20.095609090909075,79.31556380471388,509,2204307,418666,8239,96.14,71.62
Maharashtra,Dhule,21.274018690400514,74.58719071837263,498,2050862,315332,6065,94.57,63.09
Maharashtra,Gondiya,21.225008411214993,80.17522698598128,507,1322507,239981,2866,99.91,75.93
Maharashtra,Hingoli,19.59525302245251,77.09239412780653,512,1177345,159114,1221,94.19,67.16
Maharashtra,Jalgaon,20.8828943415638,75.55140421810695,499,4229917,720791,14297,92.5,68.37
Maharashtra,Jalna,19.984612534818933,75.98473607242339,514,1959046,288895,3791,93.68,61.03
Maharashtra,Kolhapur,16.44881301587301,74.12897150793648,530,3876001,770005,22269,95.69,72.91
Maharashtra,Latur,18.348687268993856,76.75812607802874,524,2454196,381722,6217,92.77,67.26
Maharashtra,Nagpur,21.196556862745105,79.02166176470584,505,4653570,917626,57964,95.12,78.95
Maharashtra,Nanded,19.209316983017,77.6829048951049,511,3361292,488748,7548,94.29,65.14
Maharashtra,Nandurbar,21.523175625248147,74.32638757443429,497,1648295,186202,2579,97.83,55.0
Maharashtra,Nashik,20.266912871287143,74.03824168316828,516,6107187,904710,45039,93.44,71.15
Maharashtra,Osmanabad,18.194594560669437,75.99495575313809,525,1657576,240042,3209,92.4,68.64
Maharashtra,Parbhani,19.31032425249168,76.70163338870431,513,1836086,272486,3982,94.73,63.06
Maharashtra,Pune,18.51696171428573,74.12922881632647,521,9429408,1925019,235018,91.49,76.06
Maharashtra,Raigarh,18.453257637845976,73.0090609418579,403,1493984,297308,3342,99.12,63.7
Maharashtra,Raigarh,18.453257637845976,73.0090609418579,520,2634200,547206,38570,95.95,73.65
Maharashtra,Ratnagiri,17.210195070127703,73.25725893866404,528,1615069,367352,7752,112.2,74.26
Maharashtra,Sangli,17.154930181086502,74.70713822937628,531,2822143,485126,13212,96.57,72.62
Maharashtra,Satara,17.6737908974359,74.18052064102558,527,3003741,562653,14093,98.81,74.1
Maharashtra,Sindhudurg,16.170948049777163,73.51329008172343,529,849651,194228,3517,103.59,78.39
Maharashtra,Solapur,17.837357937584812,75.42394823609216,526,4317756,595560,15145,93.81,67.41
Maharashtra,Thane,19.698767747440264,72.79882742564581,517,11060148,2231800,256170,88.58,74.39
Maharashtra,Wardha,20.80743024390242,78.57259105691062,504,1300774,266155,4313,94.61,78.37
Maharashtra,Washim,20.282282394366213,77.25502394366208,502,1197160,196022,1875,93.0,72.67
Maharashtra,Yavatmal,20.04258346738159,78.05326371760479,510,2772348,446516,6094,95.24,72.96
Manipur,Bishnupur,24.50712111801243,93.8246236024845,275,237399,34364,676,99.86,65.85
Manipur,Chandel,24.2635812987013,94.09443844155844,280,144182,18764,184,93.33,62.63
Manipur,Churachandpur,24.30309718875504,93.38671506024085,274,274143,29894,837,97.48,71.47
Manipur,Senapati,25.08465586034914,94.03366234413956,272,479148,22798,256,93.73,55.2
Manipur,Tamenglong,24.98312942238265,93.49450740072204,273,140651,11541,125,94.35,60.44
Manipur,Thoubal,24.545392553191498,93.97959893617023,276,422168,49507,880,100.23,63.79
Manipur,Ukhrul,25.059003149606298,94.44129566929138,279,183998,14026,276,94.26,70.56
Meghalaya,East Garo Hills,25.82728228228228,90.64684924924916,294,317917,24550,288,97.19,60.44
Meghalaya,East Khasi Hills,25.303763888888884,91.75922519841272,298,825922,135941,5032,101.08,69.99
Meghalaya,Jaintia Hills,25.33959557069844,92.37608160136298,299,395124,41677,510,101.3,47.46
Meghalaya,South Garo Hills,25.240568578553617,90.64560349127176,295,142334,10940,179,94.53,57.65
Meghalaya,West Garo Hills,25.495285185185185,90.03709947089942,293,643291,51301,1630,98.45,55.76
Meghalaya,West Khasi Hills,25.500889926739926,91.25364542124538,296,383461,32873,149,97.95,60.16
Mizoram,Aizawl,23.907813354531015,92.85359459459472,283,400309,79804,4019,100.89,85.08
Mizoram,Champhai,23.54166580976866,93.24221799485862,284,125745,23948,186,98.37,80.16
Mizoram,Kolasib,24.202000434782597,92.73470391304348,282,83955,14853,367,95.62,78.49
Mizoram,Lawngtlai,22.361028431372535,92.66964156862753,287,117894,9283,162,94.55,53.32
Mizoram,Lunglei,23.007717036172675,92.63512555425892,286,161428,26394,482,94.75,75.03
Mizoram,Mamit,23.73852942502819,92.4330803833147,281,86364,12158,90,92.66,69.69
Mizoram,Saiha,22.35744801061008,93.02827931034489,288,56574,7400,168,97.85,74.65
Mizoram,Serchhip,23.263864705882344,92.914158496732,285,64937,12315,131,97.67,83.89
Nagaland,Dimapur,25.814176811594223,93.75074057971014,265,378811,71413,3303,91.91,73.4
Nagaland,Kohima,25.60311428571428,93.78600657596373,270,267988,50724,1928,92.84,73.69
Nagaland,Mokokchung,26.478911764705888,94.522426006192,262,194622,40154,537,92.52,81.95
Nagaland,Mon,26.69207374301676,95.03072988826828,261,250260,14398,178,89.95,47.8
Nagaland,Phek,25.63272986577182,94.56814563758392,266,163418,36182,170,95.14,64.8
Nagaland,Tuensang,26.211044532803157,94.85809880715708,267,196596,24998,155,92.87,59.77
Nagaland,Wokha,26.202611551155112,94.1990815181518,264,166343,25268,198,96.84,77.07
Nagaland,Zunheboto,26.028178205128206,94.50026666666668,263,140757,28846,261,97.65,73.09
Orissa,Baleshwar,21.48570932311624,87.08085828011933,377,2320529,296834,7370,95.7,69.86
Orissa,Bhadrak,20.95262735257214,86.81496204516931,378,1506337,164636,2637,98.13,72.64
Orissa,Cuttack,20.407640646029623,85.7776810228802,381,2624470,349587,15046,94.01,76.64
Orissa,Dhenkanal,20.798871593533494,85.53226836027711,383,1192811,117172,1810,94.72,69.58
Orissa,Gajapati,19.121080882352945,84.14015091911759,389,577817,63112,635,104.26,45.44
Orissa,Ganjam,19.263261756453396,84.80297710437702,388,3529031,405298,9049,98.35,62.62
Orissa,Jharsuguda,21.827058566978184,83.93581682242987,371,579505,81433,2498,95.32,70.04
Orissa,Kalahandi,19.784253092783523,83.1124043814433,395,1576869,91171,1953,100.34,50.86
Orissa,Kandhamal,20.092878624813142,84.02216352765326,390,733110,28736,768,103.67,54.53
Orissa,Kendrapara,20.606319815982264,86.83763247572003,379,1440361,173107,1628,100.66,75.62
Orissa,Khordha,20.054162322274863,85.52234834123229,386,2251673,349860,35701,92.92,77.72
Orissa,Koraput,18.82627794779476,82.81278469846964,398,1379647,85766,3988,103.25,41.18
Orissa,Malkangiri,18.25227930367506,81.98293636363628,399,613192,24604,448,101.96,39.91
Orissa,Mayurbhanj,21.89762154515775,86.4030408052231,376,2519738,140189,2950,100.58,54.35
Orissa,Nayagarh,20.192895622119817,85.05614700460825,385,962789,124984,1163,91.55,71.5
Orissa,Nuapada,20.471309512195113,82.59152536585364,394,610382,43976,757,102.14,49.05
Orissa,Puri,19.835091746031775,85.86698989898981,387,1698730,201605,3416,96.3,76.05
Orissa,Rayagada,19.292840020060204,83.45860120361095,396,967911,61543,1553,105.08,42.13
Orissa,Sambalpur,21.515752380952385,84.34958483245157,372,1041099,126498,5231,97.6,67.59
Orissa,Sundargarh,22.06354819277107,84.50524819277099,374,2093437,223537,12787,97.28,64.12
Puducherry,Karaikal,10.876161726078813,79.82369793621002,637,200222,47880,1868,104.71,77.37
Puducherry,Mahe,12.006420793787758,75.28275021570326,636,41816,7150,574,118.44,87.22
Puducherry,Yanam,16.707695652173904,82.26187304347832,634,55626,12859,207,103.75,70.6
Punjab,Amritsar,31.548679820627775,74.79883856502238,49,2490656,461231,29961,88.91,67.64
Punjab,Bathinda,30.190524611973352,75.05685898004438,46,1388525,255650,11284,86.83,60.85
Punjab,Faridkot,30.591187250996025,74.79751553784862,45,617508,113549,4348,89.03,61.75
Punjab,Fatehgarh Sahib,30.64290947368421,76.36208394736842,40,600163,113683,5138,87.09,70.99
Punjab,Firozpur,30.63407535211269,74.40245732394365,43,2029074,349662,10042,89.34,60.5
Punjab,Gurdaspur,32.04283371212125,75.3204064393939,35,2298323,411216,14428,89.53,71.13
Punjab,Hoshiarpur,31.55157169811319,75.8469857442349,38,1586625,319930,13747,96.11,75.61
Punjab,Jalandhar,31.250336907216507,75.54400350515463,37,2193590,446200,39082,91.54,73.97
Punjab,Kapurthala,31.336592638036834,75.47641165644177,36,815168,161206,9732,91.21,70.73
Punjab,Ludhiana,30.76596397379912,75.83110851528383,41,3498739,703624,58589,87.32,73.18
Punjab,Mansa,29.919547714285724,75.4304922857143,47,769751,140099,2673,88.33,55.03
Punjab,Moga,30.756540067340065,75.1600845117845,42,995746,183396,7897,89.33,63.06
Punjab,Muktsar,30.31243303303303,74.5518747747748,44,901896,166585,4571,89.62,58.19
Punjab,Patiala,30.214540380693364,76.27505893949697,48,1895686,352929,24274,89.09,66.82
Punjab,Rupnagar,30.910937330754347,76.53743500967126,51,684627,129123,6600,91.51,73.43
Punjab,Sangrur,30.185045204336895,75.89437014178496,53,1655169,305557,10736,88.51,60.54
Rajasthan,Ajmer,26.199300378787903,74.6990419191919,119,2583052,393498,13499,95.08,59.1
Rajasthan,Alwar,27.55271738035265,76.65359630562563,104,3674179,485723,9750,89.49,59.4
Rajasthan,Banswara,23.453642032967014,74.44246868131869,125,1797485,120603,2324,98.01,46.14
Rajasthan,Baran,24.980232432432437,76.86210651828291,128,1222755,161310,1363,92.88,56.7
Rajasthan,Barmer,25.77070908045978,71.50297126436782,115,2603751,126494,2766,90.19,45.64
Rajasthan,Bharatpur,27.32411858037578,77.21752077244258,105,2548462,288723,4179,87.98,58.11
Rajasthan,Bhilwara,25.451197677595637,74.63947595628417,122,2408523,373644,6207,97.3,52.15
Rajasthan,Bikaner,28.124890683229815,73.26943322981371,101,2363937,220793,7607,90.52,54.1
Rajasthan,Bundi,25.48580716049379,75.79984074074079,121,1110906,136969,1392,92.48,52.66
Rajasthan,Chittaurgarh,24.631623761665463,74.80010997846382,126,1544338,268172,4941,97.19,53.22
Rajasthan,Churu,28.29330375536484,74.65846427038629,102,2039547,231696,2577,93.98,56.35
Rajasthan,Dausa,26.91234817629181,76.57342097264443,109,1634409,195277,1719,90.54,57.39
Rajasthan,Dhaulpur,26.723970549450534,77.74476219780222,106,1206516,96086,1330,84.58,56.62
Rajasthan,Dungarpur,23.751048076923077,73.84765641025645,124,1388552,141275,1477,99.35,49.09
Rajasthan,Ganganagar,29.256785412667963,73.56192303262948,99,1969168,283142,6295,88.74,60.6
Rajasthan,Hanumangarh,29.1813351791531,74.74632573289902,100,1774692,243163,3360,90.58,58.27
Rajasthan,Jaipur,27.033459290187885,75.77117286012533,110,6626178,990085,76565,91.04,64.91
Rajasthan,Jaisalmer,26.86900838548185,71.18371877346682,114,669919,43141,754,85.21,46.07
Rajasthan,Jalor,25.07578093797277,72.18647261724662,116,1828730,161845,1585,95.24,45.36
Rajasthan,Jhalawar,24.247255414746572,76.11242891705065,129,1411129,220428,1750,94.6,52.43
Rajasthan,Jhunjhunun,28.13517401247401,75.52840893970894,103,2137045,297559,4828,95.0,64.12
Rajasthan,Jodhpur,26.678460838536967,73.00450847457628,113,3687165,408808,19335,91.65,55.1
Rajasthan,Karauli,26.51901555555556,76.96081818181815,107,1458248,132079,1059,86.09,55.26
Rajasthan,Kota,25.175718080000017,76.18618928000001,127,1951014,339899,12843,91.06,66.55
Rajasthan,Nagaur,27.07862016048146,74.14215667001012,112,3307743,347344,4449,94.99,53.17
Rajasthan,Pali,25.80490393541874,73.55285640766907,118,2037573,326793,4043,98.71,53.28
Rajasthan,Rajsamand,25.24894767441859,73.96570215946844,123,1156597,193276,1989,98.95,53.53
Rajasthan,Sawai Madhopur,26.251081180223288,76.4219283891548,108,1335551,140947,1887,89.7,55.54
Rajasthan,Sikar,27.646440586419757,75.29317422839503,111,2677333,339457,5647,94.72,61.71
Rajasthan,Sirohi,24.7976905263158,72.75309131578943,117,1036346,134089,2146,93.99,46.01
Rajasthan,Tonk,26.153935071707927,75.79192216427637,120,1421326,158264,1908,95.2,52.74
Rajasthan,Udaipur,24.44076752136749,73.84029839743584,130,3068420,357846,14211,95.84,51.58
Sikkim,East,27.29600352941175,88.74908392156858,93,1709346,352758,80037,88.36,79.15
Tamil Nadu,Ariyalur,11.190514836795256,79.22249643916912,616,754894,177502,1749,101.46,63.67
Tamil Nadu,Chennai,13.058098905608748,80.28139151846806,603,4646732,1096334,217368,98.93,81.27
Tamil Nadu,Coimbatore,10.871376995940452,77.07619012178621,632,3458045,896325,63273,99.97,76.23
Tamil Nadu,Cuddalore,11.57587300613498,79.63002365371497,617,2605914,598412,15396,98.67,69.66
Tamil Nadu,Dharmapuri,12.300141200000006,78.11509813333339,630,1506843,337972,3651,94.61,60.9
Tamil Nadu,Dindigul,10.377801390820574,77.78011279554937,612,2159775,500057,9155,99.81,68.61
Tamil Nadu,Erode,11.267012155963302,77.42034334862392,610,2251744,595211,18604,99.29,66.29
Tamil Nadu,Kancheepuram,12.496424756511884,80.08820360135913,604,3998252,961161,100322,98.63,75.37
Tamil Nadu,Kanniyakumari,8.183466300191206,77.32053064053538,629,1870374,465692,15673,101.91,82.8
Tamil Nadu,Karur,10.79532776617955,78.08749686847604,613,1064493,264949,4915,101.54,68.3
Tamil Nadu,Madurai,9.904313833333331,78.01366033333332,623,3038252,754141,34097,99.04,74.83
Tamil Nadu,Nagapattinam,10.789468161718286,79.79437299431483,618,1616450,381940,5585,102.53,75.04
Tamil Nadu,Namakkal,11.33766638477801,78.14624841437633,609,1726601,441044,8960,98.62,68.12
Tamil Nadu,Perambalur,11.260137758112096,78.86034011799416,615,565223,135751,1507,100.32,66.49
Tamil Nadu,Pudukkottai,10.130514816433578,79.05444484265728,621,1618345,354493,4494,101.49,68.62
Tamil Nadu,Ramanathapuram,9.31286995153476,78.99185362412462,626,1353445,291400,5172,98.26,72.33
Tamil Nadu,Salem,11.629324202127655,78.2478257978723,608,3482056,835377,20660,95.45,65.64
Tamil Nadu,Sivaganga,9.960306580645158,78.56535729032255,622,1339101,314270,5773,100.26,71.67
Tamil Nadu,Thanjavur,10.387692255892237,79.3194869107745,620,2405890,555582,13495,103.47,74.44
Tamil Nadu,Theni,9.924066666666668,77.43458833333332,624,1245899,312310,4667,99.13,69.84
Tamil Nadu,Thiruvallur,13.275858101752885,80.19724702864492,602,3728104,909400,75634,98.72,74.88
Tamil Nadu,Thiruvarur,10.368927409395978,79.60322893959727,619,1264277,303114,4416,101.74,74.86
Tamil Nadu,Tiruvannamalai,12.419318947368414,79.23265631578953,606,2464875,549077,6445,99.44,66.0
Tamil Nadu,Vellore,12.784882632293078,79.02643283582084,605,3936331,865913,20623,100.66,70.47
Tamil Nadu,Virudhunagar,9.468872195892564,77.87641469194315,625,1942288,505950,10219,100.71,72.02
Tripura,Dhalai,23.781360477941163,91.94654283088232,291,378230,46875,273,94.42,73.03
Tripura,North Tripura,24.121739755351683,92.17842538226292,292,693947,81601,997,96.66,74.99
Tripura,South Tripura,23.211874098057383,91.6065807585568,290,876001,133744,948,95.74,73.84
Tripura,West Tripura,23.780166241299337,91.41310788863107,289,1725739,314567,6394,96.23,78.89
Uttar Pradesh,Agra,26.995129749103935,78.05278291517321,146,4418797,536402,27183,86.85,60.66
Uttar Pradesh,Aligarh,27.937485768500935,78.00146831119557,143,3673889,268120,13634,88.21,56.96
Uttar Pradesh,Allahabad,25.392038662316445,82.05172446982063,175,5954391,391542,24122,90.13,61.56
Uttar Pradesh,Ambedkar Nagar,26.39119025974028,82.68282142857147,178,2397888,99581,2509,97.78,62.01
Uttar Pradesh,Auraiya,26.66892394014961,79.42637057356607,162,1379545,65479,2404,86.41,67.47
Uttar Pradesh,Azamgarh,26.00829095477383,83.01220251256285,191,4613913,183381,6652,101.92,60.08
Uttar Pradesh,Baghpat,29.045793499999988,77.30266300000001,139,1303048,119121,2989,86.13,61.24
Uttar Pradesh,Bahraich,27.691776300578027,81.46779783237004,180,3487731,85814,2681,89.15,40.09
Uttar Pradesh,Ballia,25.86075638297873,84.03651978723408,193,3239774,119972,4672,93.66,60.61
Uttar Pradesh,Balrampur,27.449076537911324,82.47158326180256,182,2148665,57400,1551,92.75,40.41
Uttar Pradesh,Banda,25.351885902503284,80.52487391304344,170,1799410,73522,1655,86.3,55.74
Uttar Pradesh,Bara Banki,26.922777025232424,81.35762350597606,176,3260699,108116,3159,91.01,51.9
Uttar Pradesh,Bareilly,28.51101940789474,79.43187072368416,150,4448359,272830,15164,88.68,49.27
Uttar Pradesh,Basti,26.833880454545447,82.69790590909092,185,2464464,108101,3423,96.33,56.56
Uttar Pradesh,Bijnor,29.313974259681096,78.45098815489754,134,3682713,268353,7303,91.69,57.98
Uttar Pradesh,Bulandshahr,28.348758620689676,78.01082758620684,142,3499171,223922,7865,89.63,58.06
Uttar Pradesh,Chandauli,25.1180859611231,83.25307062634984,196,1952756,99602,3492,91.84,60.15
Uttar Pradesh,Chitrakoot,25.159924623803,81.07666087551297,171,991730,41046,827,87.93,53.55
Uttar Pradesh,Deoria,26.422188565488575,83.8244070686071,190,3100946,150001,4469,101.7,60.47
Uttar Pradesh,Etah,27.591155309734443,78.70021858407083,201,1774480,69591,2635,87.31,59.47
Uttar Pradesh,Etawah,26.78817670157068,79.07621806282728,161,1581810,113098,2964,87.01,67.14
Uttar Pradesh,Faizabad,26.60589185185181,82.00783530864202,177,2470996,127754,4746,96.17,58.72
Uttar Pradesh,Farrukhabad,27.45063297872342,79.4406284574468,159,1885204,88081,2624,87.35,57.96
Uttar Pradesh,Fatehpur,25.8374362030905,80.85416203090509,172,2632733,75263,3385,90.13,57.44
Uttar Pradesh,Firozabad,27.20963993055552,78.42660624999998,147,2498156,196080,5834,87.54,60.92
Uttar Pradesh,Gautam Buddha Nagar,28.39331103896103,77.52462467532465,141,1648115,257586,53181,85.14,68.14
Uttar Pradesh,Ghaziabad,28.74997308584685,77.67441879350343,140,4681645,695130,78116,88.11,66.71
Uttar Pradesh,Ghazipur,25.624724775583484,83.5360854578097,195,3620268,105767,5309,95.15,60.7
Uttar Pradesh,Gonda,27.157215552099505,82.0226888024882,183,3433919,104084,4313,92.15,48.92
Uttar Pradesh,Gorakhpur,26.63315886792452,83.3549560377358,188,4440895,296619,14597,94.97,60.81
Uttar Pradesh,Hamirpur,25.738158381502895,79.82619479768789,28,454768,104120,2521,109.5,78.74
Uttar Pradesh,Hamirpur,25.738158381502895,79.82619479768789,168,1104285,55929,1196,86.05,59.16
Uttar Pradesh,Hardoi,27.337409090909137,80.26411767676768,155,4092845,95508,3845,86.76,54.28
Uttar Pradesh,Jalaun,26.067954587155988,79.36686911314993,165,1689974,104176,2217,86.51,63.62
Uttar Pradesh,Jaunpur,25.70141280913127,82.54315351934063,194,4494204,181467,8002,102.4,60.78
Uttar Pradesh,Jhansi,25.45581535234902,78.89954580536917,166,1998603,183340,8517,89.0,65.27
Uttar Pradesh,Jyotiba Phule Nagar,28.870498984771594,78.39009365482241,137,1840221,89329,2825,91.0,53.42
Uttar Pradesh,Kannauj,26.993988617886185,79.64437940379408,160,1656616,61491,2488,87.87,61.4
Uttar Pradesh,Kanpur Dehat,26.43047641196011,79.98710083056478,163,1796184,49753,2682,86.47,65.15
Uttar Pradesh,Kaushambi,25.53587532051282,81.41811282051287,174,1599596,43753,1503,90.77,50.85
Uttar Pradesh,Kushinagar,26.892530675909864,83.92261542461007,189,3564544,127331,3486,96.06,54.84
Uttar Pradesh,Lalitpur,24.588771610169452,78.60082330508473,167,1221592,77082,1079,90.57,52.49
Uttar Pradesh,Lucknow,26.838233589251463,80.89706026871404,157,4589838,582769,68506,91.68,68.13
Uttar Pradesh,Mahoba,25.34529670138888,79.67863003472216,169,875958,42936,1316,87.83,55.72
Uttar Pradesh,Mainpuri,27.17386862302482,79.03501851015807,148,1868529,79022,2642,88.1,64.43
Uttar Pradesh,Mathura,27.59390432801821,77.62153416856502,145,2547184,281239,8726,86.32,59.19
Uttar Pradesh,Mau,26.01082203791469,83.50582654028433,192,2205968,149908,2656,97.9,61.79
Uttar Pradesh,Meerut,29.02957625698323,77.80611005586593,138,3443689,425624,23717,88.62,62.19
Uttar Pradesh,Mirzapur,25.10207959183675,82.60126628571429,199,2496970,145997,4447,90.27,57.22
Uttar Pradesh,Moradabad,28.851770406189537,78.73580193423597,135,4772006,281758,11690,90.64,47.44
Uttar Pradesh,Muzaffarnagar,29.470507977736563,77.64017847866423,133,4143512,368153,10077,88.91,58.34
Uttar Pradesh,Pilibhit,28.52024175035868,79.90103974175037,151,2031007,83006,2870,89.46,52.24
Uttar Pradesh,Pratapgarh,25.864842731707313,81.93530048780492,131,867848,71612,716,98.25,46.27
Uttar Pradesh,Pratapgarh,25.864842731707313,81.93530048780492,173,3209141,140538,5149,99.81,60.19
Uttar Pradesh,Rae Bareli,26.253902840059787,81.22260463378181,158,3405559,247856,5184,94.32,57.72
Uttar Pradesh,Rampur,28.83244727272725,79.10977333333337,136,2335819,131112,3847,90.85,44.68
Uttar Pradesh,Saharanpur,30.033811652173917,77.59905147826095,132,3466382,404499,9699,89.0,59.92
Uttar Pradesh,Sant Kabir Nagar,26.791596516393444,83.0387764344262,186,1715183,79525,2031,97.23,55.68
Uttar Pradesh,Shahjahanpur,27.991389350649328,79.8302275324675,152,3006538,115163,3889,87.16,49.59
Uttar Pradesh,Sitapur,27.501995963091108,80.85288881199547,154,4483992,102040,3874,88.78,50.93
Uttar Pradesh,Sonbhadra,24.46693268858798,83.06816324951639,200,1862559,95582,5149,91.75,52.92
Uttar Pradesh,Sultanpur,26.2846386419753,82.05710456790123,179,3797117,233701,5956,98.33,58.99
Uttar Pradesh,Unnao,26.63163990895297,80.636773292868,156,3108367,99466,3476,90.69,57.06
Uttar Pradesh,Varanasi,25.360570888888898,82.82529666666672,197,3676841,336056,19214,91.32,65.38
Uttaranchal,Almora,29.683532133676103,79.50165064267351,64,622506,109876,1830,113.86,70.12
Uttaranchal,Bageshwar,29.98703393393397,79.83954354354357,63,259898,47083,435,109.05,69.06
Uttaranchal,Chamoli,30.583386114649652,79.56281095541402,57,391605,71524,899,101.87,71.64
Uttaranchal,Champawat,29.29142393939393,80.07720212121217,65,259648,37725,548,98.02,68.45
Uttaranchal,Pithoragarh,30.147206318681295,80.34229230769236,62,483439,95421,1344,102.02,71.48
Uttaranchal,Tehri Garhwal,30.463700918635173,78.48783792650917,59,618931,117239,1366,107.7,65.92
Uttaranchal,Udham Singh Nagar,29.02779577677222,79.45629004524895,67,1648902,254802,7883,92.0,62.94
Uttaranchal,Uttarkashi,30.96895855203623,78.56880615384617,56,330086,52621,602,95.78,65.17
West Bengal,Bankura,23.081280892857155,87.12640053571437,339,3596674,334670,4273,95.67,62.08
West Bengal,Barddhaman,23.444453888888884,87.8150581111111,335,7717563,1049943,32323,94.55,67.99
West Bengal,Birbhum,24.06389342723,87.65153089201888,334,3502404,333752,5210,95.56,61.63
West Bengal,Dakshin Dinajpur,25.342094363021435,88.69821679819614,331,1676276,168069,2518,95.55,64.65
West Bengal,Darjiling,26.839619571045585,88.33145067024122,327,1846823,297176,10943,97.05,71.24
West Bengal,Haora,22.401674174428507,87.99421176968654,341,4850029,796953,30751,93.94,74.33
West Bengal,Hugli,22.879292647058815,88.00010264705891,338,5519145,965258,31725,96.09,73.9
West Bengal,Jalpaiguri,26.62642031250004,89.04154375000003,328,3872846,382500,9322,95.3,64.52
West Bengal,Kolkata,22.550581481481483,88.3527648148148,342,4496694,927602,136618,90.8,79.8
West Bengal,Maldah,25.08026802575105,88.17191684549356,332,3988845,297716,5357,94.43,52.31
West Bengal,Murshidabad,24.25950655391121,88.16816860465121,333,7103807,541169,7951,95.83,57.09
West Bengal,Nadia,23.56410971055088,88.58293034547152,336,5167600,623729,12787,94.73,67.35
West Bengal,Puruliya,23.254192328767108,86.3968532876713,340,2930115,189889,3551,95.73,55.46
West Bengal,Uttar Dinajpur,26.044619165196977,88.23595232216337,330,3007134,199307,2883,93.88,49.54
